Playlist A, Playlist B, Feature, Cosine Similarity
4,10,Acousticness,0.15
4,11,Acousticness,0.40
4,12,Acousticness,0.34
4,13,Acousticness,0.28
4,14,Acousticness,0.41
5,6,Acousticness,0.13
5,7,Acousticness,0.14
5,8,Acousticness,0.21
5,9,Acousticness,0.09
5,10,Acousticness,0.10
5,11,Acousticness,0.31
5,12,Acousticness,0.15
5,13,Acousticness,0.28
5,14,Acousticness,0.27
6,7,Acousticness,0.24
6,8,Acousticness,0.34
6,9,Acousticness,0.32
6,10,Acousticness,0.33
6,11,Acousticness,0.20
6,12,Acousticness,0.28
6,13,Acousticness,0.20
6,14,Acousticness,0.25
7,8,Acousticness,0.29
7,9,Acousticness,0.24
7,10,Acousticness,0.18
7,11,Acousticness,0.29
7,12,Acousticness,0.29
7,13,Acousticness,0.22
7,14,Acousticness,0.24
8,9,Acousticness,0.30
8,10,Acousticness,0.24
8,11,Acousticness,0.26
8,12,Acousticness,0.27
8,13,Acousticness,0.24
8,14,Acousticness,0.29
9,10,Acousticness,0.23
9,11,Acousticness,0.24
9,12,Acousticness,0.26
9,13,Acousticness,0.14
9,14,Acousticness,0.14
10,11,Acousticness,0.17
10,12,Acousticness,0.30
10,13,Acousticness,0.15
10,14,Acousticness,0.21
11,12,Acousticness,0.31
11,13,Acousticness,0.19
11,14,Acousticness,0.19
12,13,Acousticness,0.19
12,14,Acousticness,0.28
13,14,Acousticness,0.33
0,1,Instrumentalness,0.00
0,2,Instrumentalness,0.01
0,3,Instrumentalness,0.03
0,4,Instrumentalness,0.01
0,5,Instrumentalness,0.08
0,6,Instrumentalness,0.11
0,7,Instrumentalness,0.00
0,8,Instrumentalness,0.00
0,9,Instrumentalness,0.06
0,10,Instrumentalness,0.00
0,11,Instrumentalness,0.01
0,12,Instrumentalness,0.02
0,13,Instrumentalness,0.02
0,14,Instrumentalness,0.09
1,2,Instrumentalness,0.00
1,3,Instrumentalness,0.15
1,4,Instrumentalness,0.01
1,5,Instrumentalness,0.00
1,6,Instrumentalness,0.00
1,7,Instrumentalness,0.07
1,8,Instrumentalness,0.00
1,9,Instrumentalness,0.02
1,10,Instrumentalness,0.01
1,11,Instrumentalness,0.04
1,12,Instrumentalness,0.12
1,13,Instrumentalness,0.00
1,14,Instrumentalness,0.10
2,3,Instrumentalness,0.01
2,4,Instrumentalness,0.24
2,5,Instrumentalness,0.01
2,6,Instrumentalness,0.09
2,7,Instrumentalness,0.43
2,8,Instrumentalness,0.00
2,9,Instrumentalness,0.00
2,10,Instrumentalness,0.03
2,11,Instrumentalness,0.03
2,12,Instrumentalness,0.07
2,13,Instrumentalness,0.02
2,14,Instrumentalness,0.10
3,4,Instrumentalness,0.01
3,5,Instrumentalness,0.00
3,6,Instrumentalness,0.00
3,7,Instrumentalness,0.01
3,8,Instrumentalness,0.10
3,9,Instrumentalness,0.15
3,10,Instrumentalness,0.17
3,11,Instrumentalness,0.16
3,12,Instrumentalness,0.26
3,13,Instrumentalness,0.00
3,14,Instrumentalness,0.10
4,5,Instrumentalness,0.00
4,6,Instrumentalness,0.01
4,7,Instrumentalness,0.00
4,8,Instrumentalness,0.00
4,9,Instrumentalness,0.00
4,10,Instrumentalness,0.11
4,11,Instrumentalness,0.10
4,12,Instrumentalness,0.01
4,13,Instrumentalness,0.00
4,14,Instrumentalness,0.01
5,6,Instrumentalness,0.03
5,7,Instrumentalness,0.00
5,8,Instrumentalness,0.00
5,9,Instrumentalness,0.00
5,10,Instrumentalness,0.01
5,11,Instrumentalness,0.02
5,12,Instrumentalness,0.09
5,13,Instrumentalness,0.01
5,14,Instrumentalness,0.02
6,7,Instrumentalness,0.00
6,8,Instrumentalness,0.00
6,9,Instrumentalness,0.01
6,10,Instrumentalness,0.04
6,11,Instrumentalness,0.07
6,12,Instrumentalness,0.04
6,13,Instrumentalness,0.04
6,14,Instrumentalness,0.01
7,8,Instrumentalness,0.00
7,9,Instrumentalness,0.00
7,10,Instrumentalness,0.00
7,11,Instrumentalness,0.22
7,12,Instrumentalness,0.00
7,13,Instrumentalness,0.01
7,14,Instrumentalness,0.05
8,9,Instrumentalness,0.01
8,10,Instrumentalness,0.00
8,11,Instrumentalness,0.01
8,12,Instrumentalness,0.00
8,13,Instrumentalness,0.05
8,14,Instrumentalness,0.00
9,10,Instrumentalness,0.03
9,11,Instrumentalness,0.07
9,12,Instrumentalness,0.07
9,13,Instrumentalness,0.03
9,14,Instrumentalness,0.03
10,11,Instrumentalness,0.06
10,12,Instrumentalness,0.11
